x_m,y_m,yaw_rad,duration_s
0.0,0.0,-1.8927674772037002,7.5
-0.9438,0.0739,-3.039738902221181,7.5
0.87,-0.2557,-1.7613013270464237,7.5
-1.0061,-0.5921,-2.8533850285795417,7.5
0.7222,-0.4761,-1.3539089497726926,7.5
-1.0606,0.3606,0.17344472443286074,7.5
0.7958,-0.3136,1.0920358073727883,7.5
-1.0035,-0.0376,-0.12557384160921758,7.5
0.7891,-0.4383,1.135801736277334,7.5
-1.0486,0.2133,0.30859603601565055,7.5
0.8199,0.3102,-0.9201976237168448,7.5
-1.0665,0.4786,-0.06531295083406086,7.5
0.7913,0.3777,0.7719935532152653,7.5
-0.9853,0.1389,1.8959303250221105,7.5
0.7389,-0.3022,3.0891711526215495,7.5
-0.9485,-0.4396,-1.834232221270046,7.5
0.7574,0.1799,-2.7709863842870983,7.5
-0.9592,-0.2078,-1.6331635242553941,7.5
0.8256,-0.2695,3.1014120840022734,7.5
-1.132,0.1743,-2.38386810404214,7.5
0.8343,0.4538,-1.061504728594779,7.5
