x_m,y_m,yaw_rad,duration_s
0.0,0.0,3.1178627583997107,7.5
-1.1066,0.4112,-2.2662570899710666,7.5
0.805,-0.5395,-0.8347275833361749,7.5
-0.9496,-0.4699,0.5637356844088712,7.5
0.9012,-0.4003,1.972121411682851,7.5
-0.9364,-0.2591,2.926924786229188,7.5
0.9686,-0.4458,-2.2042661707783306,7.5
-1.0617,-0.0165,-0.8436165610288682,7.5
0.8004,-0.3755,0.213822774450807,7.5
-0.9591,0.3218,-0.8079163387290791,7.5
0.8293,0.5035,0.34640396920758754,7.5
-0.9691,-0.4439,1.475018468269619,7.5
0.9814,-0.0581,0.635994395417701,7.5
-1.0161,-0.0049,-0.36424184663767534,7.5
0.834,0.0557,-1.9130104915231478,7.5
-1.0232,-0.0692,-2.8319461774981685,7.5
0.9062,0.3323,-1.965871518511497,7.5
-1.1303,0.1128,-0.4868257149426123,7.5
0.8221,0.1639,-1.4687846516650676,7.5
-1.0956,-0.1018,-2.450639961130295,7.5
0.811,-0.1734,2.633346758214989,7.5
