x_m,y_m,yaw_rad,duration_s
0.0,0.0,-1.5540546223925704,6.0
-1.1362,-0.3272,-2.1329483530067384,6.0
0.7313,0.2185,-2.2894935856575205,6.0
-0.9229,0.0488,-2.167840901841269,6.0
0.8775,0.3409,-2.8397324710278857,6.0
-1.0789,0.4703,3.125675196551585,6.0
0.9367,0.4767,-3.141025610394272,6.0
-1.0979,0.5384,3.089673697033012,6.0
0.8665,0.0265,-3.1190660261797287,6.0
-0.9544,0.0232,2.582845482900318,6.0
0.9878,0.1116,2.9520576395308984,6.0
-0.9382,-0.2283,2.5702705336928986,6.0
0.9005,-0.4025,2.2492378458889517,6.0
-0.9832,0.5181,1.727536419705931,6.0
0.9826,0.5226,1.846520993493928,6.0
-1.0884,-0.2121,1.232597824455559,6.0
0.9538,-0.2352,1.8207942431656727,6.0
-1.0637,0.2938,1.9459580874864342,6.0
0.7155,-0.3828,2.462880213556552,6.0
-1.0911,-0.1469,1.7357876478339485,6.0
0.9511,0.4523,1.0011389490937503,6.0
